customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,price,date,month,year
1331,30,Male,Handbag,Accessories,65,BB Kulam,M,Charcoal,Fall,2.9,No,Credit Card,Standard,Yes,Yes,20,PayPal,Bi-Weekly,5395,2022-07-08,7,2022
1994,32,Male,Blouse,Clothing,96,Palangantham,S,Purple,Spring,5.0,No,Cash,Express,No,No,17,Cash,Weekly,7968,2023-06-07,6,2023
857,55,Male,Shirt,Clothing,33,Ponmeni,M,Gold,Summer,3.5,Yes,Debit Card,Express,Yes,Yes,47,Debit Card,Fortnightly,2739,2021-08-22,8,2021
3705,68,Female,Sunglasses,Accessories,61,Anna Nagar,L,Black,Winter,4.0,No,PayPal,Store Pickup,No,No,36,Credit Card,Quarterly,5063,2020-08-06,8,2020
2482,41,Male,Belt,Accessories,92,Thirumangalam,XL,Cyan,Fall,2.9,No,Venmo,Free Shipping,No,No,35,Debit Card,Weekly,7636,2021-11-01,11,2021
3277,39,Female,Scarf,Accessories,99,Chinna Chokikulam,M,White,Summer,4.0,No,Credit Card,Store Pickup,No,No,41,PayPal,Every 3 Months,8217,2023-09-03,9,2023
531,48,Male,Coat,Outerwear,37,Meenakshi Nagar,XL,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,3071,2024-03-26,3,2024
2801,70,Female,Shirt,Clothing,76,Anna Nagar,L,Violet,Fall,3.4,No,PayPal,Free Shipping,No,No,14,Cash,Bi-Weekly,6308,2024-07-08,7,2024
556,63,Male,Gloves,Accessories,57,Ponmeni,M,White,Fall,4.8,Yes,Bank Transfer,Express,Yes,Yes,37,Venmo,Annually,4731,2022-05-29,5,2022
1861,18,Male,T-shirt,Clothing,64,CS Nagar,M,Silver,Summer,4.8,No,Credit Card,Next Day Air,No,No,4,Credit Card,Monthly,5312,2022-08-09,8,2022
944,32,Male,Hat,Accessories,63,KK Nagar,L,Cyan,Winter,3.8,Yes,PayPal,Next Day Air,Yes,Yes,13,Venmo,Fortnightly,5229,2023-08-05,8,2023
2580,65,Male,Blouse,Clothing,20,Chinna Chokikulam,M,Purple,Summer,3.7,No,Venmo,Express,No,No,40,Venmo,Weekly,1660,2020-08-16,8,2020
1792,62,Male,Jeans,Clothing,98,Ponmeni,S,Purple,Winter,4.0,No,Debit Card,Store Pickup,No,No,38,Cash,Annually,8134,2023-07-21,7,2023
2810,66,Female,Shorts,Clothing,98,Iyer Bungalow,XL,Teal,Summer,3.0,No,Debit Card,Standard,No,No,27,Debit Card,Quarterly,8134,2024-01-02,1,2024
3162,66,Female,Dress,Clothing,77,KK Nagar,S,Charcoal,Winter,4.2,No,Cash,2-Day Shipping,No,No,43,Cash,Monthly,6391,2021-06-21,6,2021
2758,39,Female,Hat,Accessories,98,Chinna Chokikulam,XL,Brown,Fall,4.3,No,Cash,Next Day Air,No,No,11,Venmo,Monthly,8134,2024-03-19,3,2024
3688,34,Female,Shirt,Clothing,44,Chinna Chokikulam,L,Lavender,Summer,2.9,No,PayPal,Next Day Air,No,No,28,Bank Transfer,Every 3 Months,3652,2022-08-16,8,2022
1725,42,Male,Shoes,Footwear,72,Meenakshi Nagar,S,Teal,Winter,3.3,No,PayPal,Free Shipping,No,No,21,PayPal,Weekly,5976,2024-02-12,2,2024
907,41,Male,Pants,Clothing,56,Palangantham,M,Red,Spring,4.2,Yes,Debit Card,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,4648,2024-09-28,9,2024
3112,21,Female,Belt,Accessories,81,CS Nagar,XL,Indigo,Spring,4.9,No,PayPal,Free Shipping,No,No,25,Debit Card,Quarterly,6723,2020-02-15,2,2020
3026,40,Female,Shoes,Footwear,60,BB Kulam,XL,Green,Summer,3.4,No,Debit Card,Store Pickup,No,No,7,PayPal,Monthly,4980,2020-09-06,9,2020
747,40,Male,Sandals,Footwear,45,Palangantham,M,Red,Winter,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,Annually,3735,2021-03-20,3,2021
1093,68,Male,Jewelry,Accessories,50,Anna Nagar,L,Magenta,Spring,4.1,No,Credit Card,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,4150,2020-07-04,7,2020
359,48,Male,Hat,Accessories,25,BB Kulam,XL,Magenta,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,36,Credit Card,Every 3 Months,2075,2021-03-22,3,2021
1574,36,Male,T-shirt,Clothing,31,Ponmeni,L,Indigo,Summer,4.3,No,Debit Card,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly,2573,2022-07-29,7,2022
761,33,Male,Gloves,Accessories,50,Iyer Bungalow,XL,Violet,Fall,3.4,Yes,Credit Card,Free Shipping,Yes,Yes,6,Cash,Annually,4150,2024-11-21,11,2024
319,45,Male,Backpack,Accessories,67,Meenakshi Nagar,M,Beige,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,10,Cash,Annually,5561,2023-07-22,7,2023
921,37,Male,Belt,Accessories,81,Palangantham,XL,Gold,Summer,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,37,Cash,Weekly,6723,2024-02-19,2,2024
1083,54,Male,Hat,Accessories,85,Anna Nagar,XL,Cyan,Winter,2.6,No,PayPal,Next Day Air,Yes,Yes,30,Venmo,Quarterly,7055,2021-05-28,5,2021
1830,30,Male,Hat,Accessories,96,Iyer Bungalow,M,White,Spring,4.9,No,Venmo,2-Day Shipping,No,No,50,Credit Card,Quarterly,7968,2024-04-27,4,2024
505,42,Male,Shoes,Footwear,22,CS Nagar,M,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26,PayPal,Annually,1826,2022-07-20,7,2022
2499,18,Male,Coat,Outerwear,39,Chinna Chokikulam,S,Green,Fall,2.6,No,Cash,Next Day Air,No,No,38,Cash,Fortnightly,3237,2022-10-28,10,2022
3257,60,Female,Sunglasses,Accessories,26,Meenakshi Nagar,L,Teal,Winter,4.7,No,Cash,Free Shipping,No,No,50,Venmo,Every 3 Months,2158,2023-09-05,9,2023
901,54,Male,Hat,Accessories,98,Anna Nagar,L,Gray,Fall,3.3,Yes,Cash,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly,8134,2023-02-10,2,2023
1331,30,Male,Handbag,Accessories,65,BB Kulam,M,Charcoal,Fall,2.9,No,Credit Card,Standard,Yes,Yes,20,PayPal,Bi-Weekly,5395,2024-08-24,8,2024
2394,58,Male,Socks,Clothing,97,Thirumangalam,M,Brown,Winter,5.0,No,Debit Card,2-Day Shipping,No,No,38,PayPal,Every 3 Months,8051,2023-02-25,2,2023
285,63,Male,Skirt,Clothing,45,CS Nagar,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly,3735,2021-12-27,12,2021
3113,19,Female,Blouse,Clothing,97,CS Nagar,S,Green,Fall,3.8,No,Cash,Express,No,No,26,Venmo,Annually,8051,2020-09-12,9,2020
3393,53,Female,Scarf,Accessories,74,Iyer Bungalow,XL,Blue,Winter,4.4,No,Credit Card,Free Shipping,No,No,6,Venmo,Bi-Weekly,6142,2022-01-20,1,2022
3559,68,Female,Backpack,Accessories,94,Ponmeni,L,Magenta,Summer,4.8,No,Credit Card,Standard,No,No,9,Venmo,Quarterly,7802,2023-12-11,12,2023
355,58,Male,Jewelry,Accessories,76,Palangantham,S,Olive,Fall,3.0,Yes,PayPal,Free Shipping,Yes,Yes,42,Venmo,Weekly,6308,2020-06-27,6,2020
3363,50,Female,Handbag,Accessories,61,KK Nagar,M,Gray,Summer,3.0,No,Credit Card,Next Day Air,No,No,48,Venmo,Fortnightly,5063,2024-11-27,11,2024
1588,41,Male,Socks,Clothing,99,Iyer Bungalow,M,Beige,Summer,3.5,No,Venmo,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,8217,2022-01-08,1,2022
3537,55,Female,Handbag,Accessories,21,Anna Nagar,L,Peach,Spring,4.5,No,Venmo,Express,No,No,10,Venmo,Monthly,1743,2024-01-04,1,2024
2400,55,Male,Dress,Clothing,44,Palangantham,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,No,31,Cash,Monthly,3652,2023-01-22,1,2023
83,19,Male,Pants,Clothing,28,Meenakshi Nagar,S,Olive,Spring,4.0,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,2324,2022-11-30,11,2022
3557,70,Female,Sweater,Clothing,88,Iyer Bungalow,M,Brown,Fall,4.2,No,Bank Transfer,Express,No,No,43,Cash,Bi-Weekly,7304,2020-04-27,4,2020
877,41,Male,Belt,Accessories,51,CS Nagar,L,Gray,Summer,3.8,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly,4233,2020-02-03,2,2020
627,31,Male,Sunglasses,Accessories,79,Palangantham,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10,Venmo,Annually,6557,2023-11-02,11,2023
1527,41,Male,Jacket,Outerwear,22,CS Nagar,L,White,Summer,3.1,No,PayPal,Next Day Air,Yes,Yes,27,PayPal,Monthly,1826,2022-09-15,9,2022
2957,52,Female,Dress,Clothing,88,Palangantham,M,Olive,Fall,3.7,No,PayPal,Standard,No,No,30,Venmo,Monthly,7304,2022-06-28,6,2022
916,31,Male,Dress,Clothing,22,BB Kulam,L,Purple,Winter,2.9,Yes,Debit Card,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly,1826,2022-02-16,2,2022
2922,20,Female,Handbag,Accessories,24,CS Nagar,M,Cyan,Fall,4.6,No,Venmo,Standard,No,No,11,Cash,Fortnightly,1992,2020-07-11,7,2020
134,52,Male,Sweater,Clothing,65,Thirumangalam,M,Violet,Winter,2.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,25,Venmo,Annually,5395,2022-04-29,4,2022
700,50,Male,Handbag,Accessories,46,Meenakshi Nagar,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,3818,2021-12-17,12,2021
3198,27,Female,Sweater,Clothing,71,Chinna Chokikulam,M,Teal,Spring,3.2,No,Bank Transfer,Free Shipping,No,No,29,Credit Card,Every 3 Months,5893,2021-07-05,7,2021
2686,56,Female,Boots,Footwear,25,Chinna Chokikulam,M,Gray,Winter,2.7,No,Venmo,Express,No,No,49,Credit Card,Quarterly,2075,2024-06-09,6,2024
3825,54,Female,Shorts,Clothing,26,Iyer Bungalow,M,Olive,Summer,4.0,No,Credit Card,Free Shipping,No,No,31,Credit Card,Quarterly,2158,2024-11-27,11,2024
352,28,Male,Skirt,Clothing,90,Anna Nagar,M,Teal,Winter,3.9,Yes,Cash,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,7470,2021-12-30,12,2021
2992,66,Female,Dress,Clothing,71,Anna Nagar,L,Green,Summer,3.9,No,PayPal,Standard,No,No,7,PayPal,Bi-Weekly,5893,2022-09-24,9,2022
1091,38,Male,Scarf,Accessories,58,Anna Nagar,M,Violet,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,27,Cash,Fortnightly,4814,2024-01-19,1,2024
3317,42,Female,Socks,Clothing,45,Chinna Chokikulam,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,No,5,Debit Card,Fortnightly,3735,2023-10-12,10,2023
1781,67,Male,Jewelry,Accessories,81,CS Nagar,S,Gray,Summer,4.2,No,Cash,Next Day Air,No,No,49,Credit Card,Weekly,6723,2022-01-25,1,2022
1392,53,Male,Blouse,Clothing,29,Ponmeni,S,White,Winter,3.6,No,Bank Transfer,Express,Yes,Yes,38,Credit Card,Annually,2407,2021-06-16,6,2021
3771,23,Female,Pants,Clothing,42,Palangantham,L,Black,Summer,4.0,No,Credit Card,Store Pickup,No,No,34,Bank Transfer,Weekly,3486,2024-12-18,12,2024
231,66,Male,Scarf,Accessories,88,BB Kulam,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,7304,2021-08-15,8,2021
2907,58,Female,Coat,Outerwear,27,KK Nagar,M,Indigo,Spring,3.9,No,PayPal,Standard,No,No,7,Venmo,Annually,2241,2022-12-02,12,2022
3468,18,Female,Scarf,Accessories,45,Iyer Bungalow,M,Charcoal,Fall,5.0,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Annually,3735,2024-07-08,7,2024
9,26,Male,Coat,Outerwear,97,Ponmeni,L,Silver,Summer,2.6,Yes,Venmo,Express,Yes,Yes,8,Venmo,Annually,8051,2020-07-16,7,2020
313,38,Male,Pants,Clothing,89,BB Kulam,L,Green,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Annually,7387,2020-03-08,3,2020
2142,24,Male,Dress,Clothing,98,Thirumangalam,M,Peach,Winter,4.1,No,Credit Card,2-Day Shipping,No,No,32,PayPal,Annually,8134,2021-08-23,8,2021
2655,23,Female,Coat,Outerwear,70,Meenakshi Nagar,S,Pink,Fall,4.1,No,Debit Card,Next Day Air,No,No,4,PayPal,Annually,5810,2023-09-29,9,2023
980,64,Male,Hat,Accessories,33,BB Kulam,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,Yes,34,Debit Card,Monthly,2739,2021-09-20,9,2021
1094,60,Male,Sneakers,Footwear,48,Chinna Chokikulam,S,Indigo,Winter,4.2,No,PayPal,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,3984,2023-12-26,12,2023
1405,36,Male,Jewelry,Accessories,28,Iyer Bungalow,M,Charcoal,Winter,3.5,No,Venmo,Next Day Air,Yes,Yes,10,Debit Card,Weekly,2324,2024-11-30,11,2024
1666,40,Male,Jacket,Outerwear,41,Iyer Bungalow,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly,3403,2022-05-20,5,2022
2868,21,Female,Sneakers,Footwear,55,KK Nagar,L,White,Summer,4.9,No,Venmo,Next Day Air,No,No,33,Cash,Fortnightly,4565,2023-03-08,3,2023
2843,28,Female,Coat,Outerwear,100,Ponmeni,L,Green,Fall,4.3,No,Cash,Standard,No,No,48,Debit Card,Quarterly,8300,2020-03-07,3,2020
56,40,Male,Jacket,Outerwear,28,Chinna Chokikulam,M,Lavender,Winter,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,49,Credit Card,Annually,2324,2021-08-22,8,2021
2033,46,Male,Blouse,Clothing,36,Ponmeni,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,No,No,13,Cash,Annually,2988,2023-09-08,9,2023
1299,29,Male,Pants,Clothing,81,Thirumangalam,S,Indigo,Summer,3.0,No,Cash,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly,6723,2024-12-15,12,2024
664,59,Male,Dress,Clothing,83,Palangantham,M,Charcoal,Fall,4.7,Yes,Cash,Express,Yes,Yes,23,Credit Card,Monthly,6889,2021-07-31,7,2021
3811,46,Female,Skirt,Clothing,79,BB Kulam,L,Peach,Fall,3.9,No,Debit Card,Free Shipping,No,No,29,Venmo,Monthly,6557,2022-10-21,10,2022
3774,25,Female,Sweater,Clothing,60,Iyer Bungalow,M,Violet,Summer,3.5,No,Bank Transfer,Store Pickup,No,No,41,Cash,Quarterly,4980,2022-02-13,2,2022
2883,59,Female,Blouse,Clothing,51,Anna Nagar,L,Gold,Winter,2.6,No,Credit Card,Store Pickup,No,No,23,Credit Card,Bi-Weekly,4233,2023-11-28,11,2023
2206,46,Male,Sweater,Clothing,68,Palangantham,XL,Red,Fall,2.7,No,PayPal,Express,No,No,27,PayPal,Weekly,5644,2020-08-29,8,2020
2131,25,Male,Backpack,Accessories,68,Thirumangalam,L,Violet,Summer,3.7,No,Debit Card,Free Shipping,No,No,33,Credit Card,Annually,5644,2020-06-17,6,2020
2033,46,Male,Blouse,Clothing,36,Ponmeni,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,No,No,13,Cash,Annually,2988,2023-04-21,4,2023
2272,29,Male,Dress,Clothing,99,Anna Nagar,M,Green,Summer,3.4,No,Cash,Free Shipping,No,No,49,PayPal,Quarterly,8217,2022-03-23,3,2022
1094,60,Male,Sneakers,Footwear,48,Chinna Chokikulam,S,Indigo,Winter,4.2,No,PayPal,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,3984,2021-11-15,11,2021
1453,60,Male,Jacket,Outerwear,25,Chinna Chokikulam,L,Blue,Spring,4.7,No,Venmo,2-Day Shipping,Yes,Yes,11,Bank Transfer,Quarterly,2075,2022-03-15,3,2022
883,50,Male,Boots,Footwear,35,Chinna Chokikulam,M,Cyan,Fall,3.8,Yes,Cash,Next Day Air,Yes,Yes,37,Cash,Every 3 Months,2905,2021-10-18,10,2021
950,33,Male,Jeans,Clothing,36,Chinna Chokikulam,M,Olive,Summer,3.4,Yes,Cash,Standard,Yes,Yes,49,Venmo,Monthly,2988,2024-05-08,5,2024
2783,41,Female,Gloves,Accessories,34,Meenakshi Nagar,S,Cyan,Spring,3.8,No,PayPal,Free Shipping,No,No,30,PayPal,Annually,2822,2020-01-12,1,2020
2274,55,Male,Coat,Outerwear,96,Iyer Bungalow,L,Silver,Winter,4.8,No,Credit Card,Express,No,No,13,PayPal,Bi-Weekly,7968,2020-02-16,2,2020
149,37,Male,Gloves,Accessories,90,CS Nagar,M,Gray,Fall,2.6,Yes,PayPal,Store Pickup,Yes,Yes,47,Debit Card,Annually,7470,2022-09-02,9,2022
221,39,Male,Sneakers,Footwear,57,Ponmeni,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,4731,2021-05-05,5,2021
3701,28,Female,Handbag,Accessories,84,KK Nagar,XL,Charcoal,Summer,3.4,No,Credit Card,Store Pickup,No,No,2,Bank Transfer,Every 3 Months,6972,2021-06-28,6,2021
2984,60,Female,Pants,Clothing,44,Anna Nagar,M,Charcoal,Winter,2.8,No,Venmo,2-Day Shipping,No,No,1,Credit Card,Quarterly,3652,2023-02-09,2,2023
768,27,Male,Coat,Outerwear,77,BB Kulam,M,Brown,Fall,2.5,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Annually,6391,2023-08-09,8,2023
537,44,Male,Jacket,Outerwear,84,BB Kulam,S,Maroon,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months,6972,2021-04-20,4,2021
1201,27,Male,Coat,Outerwear,22,Palangantham,XL,Black,Winter,4.4,No,Bank Transfer,Store Pickup,Yes,Yes,7,PayPal,Weekly,1826,2022-05-12,5,2022
3707,26,Female,Sandals,Footwear,55,CS Nagar,M,Green,Spring,4.0,No,Credit Card,Store Pickup,No,No,17,Cash,Bi-Weekly,4565,2020-11-28,11,2020
2315,42,Male,Handbag,Accessories,95,Chinna Chokikulam,XL,Brown,Winter,4.4,No,Venmo,Express,No,No,12,Bank Transfer,Every 3 Months,7885,2023-03-23,3,2023
2643,39,Male,Belt,Accessories,87,KK Nagar,L,Peach,Summer,4.0,No,Debit Card,Store Pickup,No,No,48,Bank Transfer,Annually,7221,2020-08-16,8,2020
3249,22,Female,T-shirt,Clothing,79,KK Nagar,S,Teal,Summer,4.2,No,Venmo,Free Shipping,No,No,41,Bank Transfer,Quarterly,6557,2020-05-18,5,2020
3805,37,Female,Hat,Accessories,77,Iyer Bungalow,M,Olive,Fall,2.7,No,Venmo,2-Day Shipping,No,No,45,Cash,Annually,6391,2021-11-02,11,2021
978,20,Male,Belt,Accessories,20,BB Kulam,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,34,Cash,Bi-Weekly,1660,2024-05-04,5,2024
32,33,Male,Dress,Clothing,79,Palangantham,L,Brown,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,45,Venmo,Monthly,6557,2021-05-27,5,2021
3270,27,Female,Blouse,Clothing,60,Iyer Bungalow,M,Blue,Winter,4.9,No,Venmo,Express,No,No,25,Cash,Monthly,4980,2021-10-05,10,2021
552,29,Male,Coat,Outerwear,78,Chinna Chokikulam,XL,Green,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,6474,2021-11-26,11,2021
3033,26,Female,Backpack,Accessories,58,Meenakshi Nagar,XL,Green,Summer,3.5,No,Debit Card,Next Day Air,No,No,24,Credit Card,Quarterly,4814,2023-08-10,8,2023
3172,68,Female,Jewelry,Accessories,26,Meenakshi Nagar,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26,Bank Transfer,Bi-Weekly,2158,2022-01-31,1,2022
3242,50,Female,Handbag,Accessories,58,KK Nagar,M,Lavender,Summer,4.4,No,Credit Card,Store Pickup,No,No,30,PayPal,Quarterly,4814,2024-09-01,9,2024
169,34,Male,Shoes,Footwear,80,Anna Nagar,M,Magenta,Summer,3.0,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly,6640,2020-01-25,1,2020
3614,58,Female,Hat,Accessories,27,Thirumangalam,M,Magenta,Fall,3.5,No,Cash,Store Pickup,No,No,40,Venmo,Annually,2241,2022-12-06,12,2022
1363,41,Male,Coat,Outerwear,46,Anna Nagar,M,Gray,Fall,4.3,No,Cash,Express,Yes,Yes,29,Cash,Weekly,3818,2021-03-31,3,2021
498,43,Male,Sneakers,Footwear,39,Thirumangalam,S,Silver,Winter,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,31,Cash,Weekly,3237,2020-09-18,9,2020
228,50,Male,Jeans,Clothing,90,KK Nagar,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,7470,2024-01-03,1,2024
900,65,Male,Sweater,Clothing,58,BB Kulam,M,Peach,Summer,4.0,Yes,Debit Card,Standard,Yes,Yes,20,PayPal,Annually,4814,2022-03-11,3,2022
1503,37,Male,Pants,Clothing,66,Chinna Chokikulam,M,Black,Summer,3.2,No,PayPal,Store Pickup,Yes,Yes,20,Cash,Fortnightly,5478,2024-01-31,1,2024
3645,35,Female,Blouse,Clothing,32,Anna Nagar,M,Violet,Winter,2.6,No,Cash,Next Day Air,No,No,18,Venmo,Weekly,2656,2020-11-10,11,2020
2624,49,Male,Shoes,Footwear,76,Thirumangalam,M,Gold,Fall,4.8,No,Cash,Next Day Air,No,No,38,Cash,Annually,6308,2022-11-29,11,2022
2416,21,Male,Coat,Outerwear,34,BB Kulam,XL,Lavender,Fall,4.3,No,Cash,Standard,No,No,30,Bank Transfer,Weekly,2822,2020-03-03,3,2020
3514,30,Female,Blouse,Clothing,74,CS Nagar,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,29,Credit Card,Fortnightly,6142,2022-06-14,6,2022
2388,36,Male,Hat,Accessories,95,Ponmeni,M,Gold,Summer,4.0,No,Credit Card,2-Day Shipping,No,No,14,Debit Card,Monthly,7885,2022-07-15,7,2022
942,39,Male,Handbag,Accessories,35,Palangantham,L,Black,Winter,4.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months,2905,2024-10-15,10,2024
801,32,Male,Socks,Clothing,20,CS Nagar,S,Gold,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,1660,2023-07-08,7,2023
2979,53,Female,Shorts,Clothing,56,Iyer Bungalow,S,Cyan,Spring,3.9,No,Credit Card,Free Shipping,No,No,49,Bank Transfer,Fortnightly,4648,2021-08-10,8,2021
1870,18,Male,Blouse,Clothing,77,Meenakshi Nagar,S,Beige,Spring,3.9,No,PayPal,2-Day Shipping,No,No,16,Debit Card,Every 3 Months,6391,2020-04-19,4,2020
107,64,Male,Jacket,Outerwear,35,Ponmeni,L,White,Summer,3.7,Yes,Cash,Standard,Yes,Yes,31,Credit Card,Monthly,2905,2020-04-10,4,2020
1368,60,Male,Belt,Accessories,63,Chinna Chokikulam,S,Black,Fall,3.8,No,Venmo,Express,Yes,Yes,25,Cash,Quarterly,5229,2023-08-21,8,2023
3803,70,Female,Scarf,Accessories,72,CS Nagar,S,Turquoise,Spring,3.2,No,Bank Transfer,2-Day Shipping,No,No,1,Bank Transfer,Monthly,5976,2022-05-01,5,2022
3234,45,Female,Belt,Accessories,74,Meenakshi Nagar,M,Lavender,Fall,3.8,No,Credit Card,Express,No,No,11,Debit Card,Bi-Weekly,6142,2022-12-17,12,2022
935,45,Male,Jeans,Clothing,47,CS Nagar,S,Yellow,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,21,Bank Transfer,Monthly,3901,2023-01-19,1,2023
686,70,Male,Blouse,Clothing,71,CS Nagar,XL,Magenta,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,32,Cash,Fortnightly,5893,2021-03-30,3,2021
3753,24,Female,Coat,Outerwear,81,Palangantham,L,Pink,Winter,4.1,No,Debit Card,2-Day Shipping,No,No,43,Venmo,Weekly,6723,2023-04-17,4,2023
3688,34,Female,Shirt,Clothing,44,Chinna Chokikulam,L,Lavender,Summer,2.9,No,PayPal,Next Day Air,No,No,28,Bank Transfer,Every 3 Months,3652,2023-12-28,12,2023
487,38,Male,Sandals,Footwear,63,Chinna Chokikulam,M,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,5229,2024-10-10,10,2024
464,37,Male,Jewelry,Accessories,81,BB Kulam,S,Orange,Summer,2.7,Yes,Venmo,Standard,Yes,Yes,29,Venmo,Weekly,6723,2023-03-29,3,2023
1206,52,Male,Handbag,Accessories,99,Anna Nagar,M,Olive,Spring,3.5,No,Credit Card,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,8217,2022-01-01,1,2022
3828,62,Female,Jewelry,Accessories,73,Meenakshi Nagar,M,Red,Summer,4.1,No,Cash,Standard,No,No,47,Cash,Fortnightly,6059,2024-05-20,5,2024
3129,65,Female,Jacket,Outerwear,32,Thirumangalam,S,Indigo,Fall,4.4,No,PayPal,Standard,No,No,20,Cash,Annually,2656,2024-05-15,5,2024
2596,29,Male,Blouse,Clothing,56,Iyer Bungalow,XL,Maroon,Summer,3.2,No,Credit Card,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,4648,2022-10-10,10,2022
2629,25,Male,Hoodie,Clothing,51,CS Nagar,M,Silver,Summer,3.8,No,Venmo,Next Day Air,No,No,42,Credit Card,Bi-Weekly,4233,2024-02-12,2,2024
3126,33,Female,Coat,Outerwear,26,Iyer Bungalow,L,Lavender,Spring,4.0,No,Venmo,Standard,No,No,3,Cash,Quarterly,2158,2023-06-02,6,2023
1295,27,Male,Shirt,Clothing,64,Iyer Bungalow,M,Silver,Summer,4.5,No,Credit Card,Standard,Yes,Yes,21,Cash,Every 3 Months,5312,2023-08-22,8,2023
2875,36,Female,Shirt,Clothing,29,Anna Nagar,L,Silver,Summer,3.1,No,Debit Card,Standard,No,No,2,Debit Card,Annually,2407,2021-11-13,11,2021
2444,24,Male,Backpack,Accessories,30,Anna Nagar,M,Green,Spring,3.4,No,Venmo,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,2490,2021-02-04,2,2021
1450,18,Male,Socks,Clothing,41,Ponmeni,L,Lavender,Winter,2.5,No,Debit Card,Store Pickup,Yes,Yes,20,Cash,Every 3 Months,3403,2020-07-28,7,2020
1824,62,Male,Socks,Clothing,50,KK Nagar,L,Pink,Fall,4.7,No,Cash,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly,4150,2020-05-05,5,2020
1223,58,Male,Jeans,Clothing,69,Meenakshi Nagar,L,Magenta,Fall,3.4,No,Bank Transfer,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,5727,2020-03-06,3,2020
